,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
95,4673759,HM264389,03/31/2006 07:05:00 PM,002XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,1124,11,28,27,08B,1156082,1898738,2006,04/15/2016 08:55:02 AM,41.87792648,-87.70236875,"(41.877926477, -87.70236875)"
96,4673760,HM163966,02-05-2006 00:45,061XX S EBERHART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,313,3,20,42,18,1180638,1864314,2006,04/15/2016 08:55:02 AM,41.78293376,-87.61326538,"(41.782933762, -87.613265379)"
97,4673761,HM273188,03/29/2006 01:00:00 PM,002XX W 22ND PL,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,OTHER,FALSE,FALSE,2111,9,25,34,03,1174940,1889492,2006,04/15/2016 08:55:02 AM,41.85215352,-87.63340398,"(41.852153522, -87.633403981)"
98,4673763,HM263698,03/29/2006 10:00:00 AM,021XX W 59TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,714,7,15,67,11,1163192,1865506,2006,04/15/2016 08:55:02 AM,41.78658787,-87.67719456,"(41.786587871, -87.677194557)"
99,4673765,HM271332,04-04-2006 13:41,085XX S WABASH AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,FALSE,632,6,6,44,03,1178200,1848412,2006,04/15/2016 08:55:02 AM,41.73935258,-87.62268542,"(41.739352584, -87.622685422)"
100,4673766,HM171053,02-08-2006 21:30,051XX W CHICAGO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1531,15,37,25,16,1142126,1904847,2006,04/15/2016 08:55:02 AM,41.89496043,-87.75346076,"(41.894960427, -87.753460758)"
101,4673767,HM274500,04-06-2006 00:51,070XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GAS STATION,TRUE,FALSE,332,3,5,43,06,1188135,1858735,2006,04/15/2016 08:55:02 AM,41.76744896,-87.58595717,"(41.767448959, -87.585957168)"
102,4673768,HM185420,02/16/2006 10:30:33 PM,0000X N ALBANY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1331,12,28,27,18,1155709,1900291,2006,04/15/2016 08:55:02 AM,41.88219558,-87.70369649,"(41.88219558, -87.703696487)"
103,4673769,HM163968,02-05-2006 01:00,056XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,711,7,20,68,18,1172264,1867453,2006,04/15/2016 08:55:02 AM,41.79173586,-87.64387466,"(41.79173586, -87.643874657)"
104,4673770,HM207095,03-01-2006 09:15,002XX E PERSHING RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,211,2,3,35,18,1178744,1879190,2006,04/15/2016 08:55:02 AM,41.82379815,-87.61975652,"(41.823798151, -87.619756522)"
105,4673771,HM274758,03-03-2006 09:00,097XX S MERRION AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,431,4,7,51,06,1192688,1840647,2006,04/15/2016 08:55:02 AM,41.71770413,-87.56985698,"(41.71770413, -87.569856983)"
106,4673773,HM267788,04-02-2006 18:30,036XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1122,11,27,23,08B,1151796,1903752,2006,04/15/2016 08:55:02 AM,41.8917708,-87.71797398,"(41.891770804, -87.717973977)"
107,4673775,HM273669,04-01-2006 00:00,010XX E HYDE PARK BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2124,2,4,39,05,1184067,1871409,2006,04/15/2016 08:55:02 AM,41.80232354,-87.60047199,"(41.802323544, -87.600471988)"
108,4673776,HM267275,04-02-2006 00:00,027XX N SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1412,14,35,22,14,1154232,1918178,2006,04/15/2016 08:55:02 AM,41.93130872,-87.70864173,"(41.931308721, -87.708641728)"
109,4673777,HM186741,02/17/2006 05:49:37 PM,041XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148752,1899690,2006,04/15/2016 08:55:02 AM,41.88068359,-87.72925832,"(41.880683591, -87.729258324)"
110,4673780,HM275154,04-06-2006 12:00,039XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1122,11,28,26,26,1150230,1898398,2006,04/15/2016 08:55:02 AM,41.87710952,-87.72386488,"(41.877109524, -87.723864879)"
111,4673781,HM272497,04-04-2006 23:14,018XX N SHEFFIELD AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1813,18,43,7,06,1169343,1912524,2006,04/15/2016 08:55:02 AM,41.91547831,-87.65327652,"(41.915478306, -87.653276515)"
112,4673782,HM208504,03-01-2006 22:49,003XX S CICERO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1131,11,24,25,18,1144438,1898165,2006,04/15/2016 08:55:02 AM,41.87658104,-87.74513751,"(41.876581037, -87.745137513)"
113,4673783,HM261076,03/29/2006 08:00:00 PM,083XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,613,6,21,71,08B,1169444,1849481,2006,04/15/2016 08:55:02 AM,41.74248,-87.65473498,"(41.742480004, -87.654734984)"
114,4673784,HM270815,04-04-2006 04:00,006XX N SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1122,11,27,23,14,1150274,1904013,2006,04/15/2016 08:55:02 AM,41.89251683,-87.72355683,"(41.892516832, -87.723556827)"
115,4673786,HM275126,04-04-2006 00:30,087XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,632,6,6,44,07,1179119,1847120,2006,04/15/2016 08:55:02 AM,41.73578631,-87.61935766,"(41.735786306, -87.619357656)"
116,4673790,HM163985,02-05-2006 01:23,032XX W HURON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1154475,1904477,2006,04/15/2016 08:55:02 AM,41.89370713,-87.70811576,"(41.89370713, -87.708115763)"
117,4673791,HM275193,04-06-2006 09:00,022XX W HIRSCH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1424,14,1,24,06,1161297,1909275,2006,04/15/2016 08:55:02 AM,41.90673408,-87.68292725,"(41.906734077, -87.682927245)"
118,4673792,HM263757,03/31/2006 11:30:00 AM,059XX S RACINE AVE,0880,THEFT,PURSE-SNATCHING,CURRENCY EXCHANGE,FALSE,FALSE,712,7,16,68,06,1169334,1865496,2006,04/15/2016 08:55:02 AM,41.7864296,-87.65467506,"(41.786429601, -87.654675056)"
119,4673794,HM270554,04-04-2006 02:00,036XX W FLOURNOY ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,1133,11,24,27,04B,1152144,1896780,2006,04/15/2016 08:55:02 AM,41.87263204,-87.71687985,"(41.872632044, -87.716879846)"
120,4673795,HM186779,02/17/2006 04:00:00 PM,037XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1011,10,24,29,18,1151383,1894447,2006,04/15/2016 08:55:02 AM,41.86624499,-87.71973507,"(41.866244992, -87.719735069)"
121,4673796,HM274974,04-05-2006 17:00,020XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1432,14,32,22,06,1161358,1913906,2006,04/15/2016 08:55:02 AM,41.91944061,-87.68257409,"(41.919440608, -87.682574094)"
122,4673797,HM171054,02-08-2006 23:00,048XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1533,15,28,25,16,1144035,1899583,2006,04/15/2016 08:55:02 AM,41.88047977,-87.74658162,"(41.880479772, -87.746581623)"
123,4673798,HM270346,04-03-2006 21:00,026XX S CALIFORNIA BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1034,10,12,30,26,1158276,1886480,2006,04/15/2016 08:55:02 AM,41.84424471,-87.69464772,"(41.844244706, -87.694647718)"
124,4673799,HM275177,04-03-2006 16:00,017XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,1421,14,26,23,06,1154771,1911598,2006,04/15/2016 08:55:02 AM,41.91324187,-87.70683765,"(41.913241873, -87.70683765)"
125,4673800,HM164034,02-05-2006 01:30,050XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1533,15,28,25,18,1143039,1897876,2006,04/15/2016 08:55:02 AM,41.87581418,-87.75028146,"(41.875814179, -87.750281464)"
126,4673801,HM208521,03-01-2006 22:28,001XX E 118TH PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,532,5,9,53,18,1179241,1826421,2006,04/15/2016 08:55:02 AM,41.67898268,-87.61953928,"(41.678982676, -87.619539284)"
127,4673802,HM171059,02-08-2006 23:36,061XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,713,7,16,67,18,1169371,1864103,2006,04/15/2016 08:55:02 AM,41.78260624,-87.65457971,"(41.782606243, -87.654579713)"
128,4673803,HM273742,04-05-2006 17:10,029XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,2113,1,3,35,26,1176763,1885284,2006,04/15/2016 08:55:02 AM,41.84056549,-87.62684019,"(41.840565492, -87.626840187)"
129,4673804,HM235071,03/16/2006 08:55:00 AM,006XX N SAWYER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1121,11,27,23,08B,1154595,1904048,2006,04/15/2016 08:55:02 AM,41.89252751,-87.70768653,"(41.892527513, -87.70768653)"
130,4673805,HM274061,04-05-2006 19:00,010XX S WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,FALSE,1135,11,28,28,03,1160538,1895453,2006,04/15/2016 08:55:02 AM,41.86882107,-87.68609833,"(41.868821071, -87.68609833)"
131,4674199,HM275587,04-04-2006 20:00,012XX W CARMEN AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2033,20,46,3,08B,1167023,1934051,2006,04/15/2016 08:55:02 AM,41.97459954,-87.66117975,"(41.974599541, -87.661179752)"
132,4673806,HM263779,03/31/2006 01:50:00 PM,069XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,732,7,6,68,08B,1172501,1858952,2006,04/15/2016 08:55:02 AM,41.76840293,-87.64325578,"(41.768402925, -87.643255778)"
133,4673807,HM275183,03/19/2006 12:35:00 PM,011XX S WABASH AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,132,1,2,32,06,1176947,1895504,2006,04/15/2016 08:55:02 AM,41.86860572,-87.62585598,"(41.868605718, -87.625855982)"
134,4673808,HM186853,02/17/2006 06:49:40 PM,040XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,TRUE,FALSE,1114,11,28,26,18,1149512,1901446,2006,04/15/2016 08:55:02 AM,41.88548754,-87.72642205,"(41.885487535, -87.726422045)"
135,4673809,HM271446,04-04-2006 14:45,006XX W DIVISION ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1822,18,27,8,26,1171881,1908252,2006,04/15/2016 08:55:02 AM,41.90370011,-87.64407833,"(41.903700111, -87.644078325)"
136,4673810,HM273616,04-05-2006 16:00,024XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1023,10,25,31,14,1160501,1889665,2006,04/15/2016 08:55:02 AM,41.85293899,-87.68639428,"(41.852938987, -87.686394283)"
137,4673812,HM171067,02-08-2006 23:05,053XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1522,15,28,25,16,1140605,1899502,2006,04/15/2016 08:55:02 AM,41.88032116,-87.75917841,"(41.880321157, -87.75917841)"
138,4673813,HM207320,03-01-2006 10:44,081XX S DOBSON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,WAREHOUSE,TRUE,FALSE,631,6,8,44,18,1184641,1851215,2006,04/15/2016 08:55:02 AM,41.74689593,-87.5989993,"(41.746895934, -87.598999297)"
139,4673814,HM208540,03-01-2006 22:09,068XX S CALUMET AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,322,3,20,69,18,1179659,1859729,2006,04/15/2016 08:55:02 AM,41.7703745,-87.61699469,"(41.770374503, -87.616994694)"
140,4673816,HM164070,02-05-2006 02:10,048XX S DAMEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,915,9,20,61,18,1163837,1872670,2006,04/15/2016 08:55:02 AM,41.80623325,-87.67462837,"(41.806233246, -87.674628367)"
141,4673817,HM267848,04-02-2006 18:20,123XX S LA SALLE ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,523,5,9,53,08B,1177495,1823222,2006,04/15/2016 08:55:02 AM,41.67024364,-87.62602643,"(41.670243641, -87.626026428)"
142,4673818,HL686800,10/21/2005 11:17:00 AM,035XX S WASHTENAW AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,913,9,12,58,08A,1158944,1880896,2005,04/15/2016 08:55:02 AM,41.82890791,-87.69234919,"(41.828907913, -87.692349187)"
143,4673819,HM171078,02-09-2006 00:02,001XX W ILLINOIS ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1831,18,42,8,16,1175271,1903583,2006,04/15/2016 08:55:02 AM,41.89081272,-87.63176643,"(41.890812717, -87.631766431)"
144,4673820,HM274932,04-05-2006 14:00,066XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2432,24,40,1,11,1164005,1944047,2006,04/15/2016 08:55:02 AM,42.00209332,-87.67199397,"(42.002093315, -87.671993974)"
145,4673821,HM270684,03/31/2006 03:00:00 PM,002XX N ST LOUIS AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1123,11,28,27,08B,1153006,1901570,2006,04/15/2016 08:55:02 AM,41.88575928,-87.71358804,"(41.885759278, -87.713588042)"
146,4673822,HM275018,03/27/2006 09:00:00 AM,037XX S HERMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,922,9,11,59,05,1165300,1879856,2006,04/15/2016 08:55:02 AM,41.82592154,-87.66905885,"(41.825921539, -87.669058853)"
147,4673823,HM263868,03/31/2006 02:15:00 PM,002XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,711,7,20,68,03,1175525,1863188,2006,04/15/2016 08:55:02 AM,41.77995987,-87.63204479,"(41.779959865, -87.632044786)"
148,4673824,HM274372,04-05-2006 22:45,010XX N LARRABEE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1823,18,27,8,26,1172154,1907186,2006,04/15/2016 08:55:02 AM,41.90076892,-87.64310705,"(41.900768924, -87.643107045)"
149,4673825,HM273913,04-05-2006 18:20,039XX W 26TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,TRUE,FALSE,1013,10,22,30,14,1150650,1886436,2006,04/15/2016 08:55:02 AM,41.84427618,-87.72263516,"(41.84427618, -87.722635164)"
150,4673826,HM261612,03/21/2006 07:00:00 PM,041XX S MONTGOMERY AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,912,9,12,58,17,1159172,1877264,2006,04/15/2016 08:55:02 AM,41.8189366,-87.69161219,"(41.818936597, -87.691612194)"
151,4673828,HM185239,02/16/2006 08:38:53 PM,049XX W FERDINAND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1143252,1902877,2006,04/15/2016 08:55:02 AM,41.88953356,-87.74937445,"(41.889533559, -87.749374451)"
152,4673829,HM267649,04-02-2006 15:30,111XX S VERNON AVE,0560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,531,5,9,49,08A,1181228,1831040,2006,04/15/2016 08:55:02 AM,41.69161246,-87.61212458,"(41.691612463, -87.612124581)"
153,4674726,HM273227,03/29/2006 04:00:00 PM,033XX W 79TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,835,8,18,70,03,1155268,1852043,2006,04/15/2016 08:55:02 AM,41.74980558,-87.706608,"(41.749805581, -87.706607996)"
154,4673830,HM207418,03-01-2006 12:00,055XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,824,8,16,63,18,1158649,1867894,2006,04/15/2016 08:55:02 AM,41.7932348,-87.69378654,"(41.793234801, -87.693786537)"
155,4673831,HM275257,04-06-2006 12:00,052XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,815,8,23,62,07,1150587,1869670,2006,04/15/2016 08:55:02 AM,41.79826919,-87.72330321,"(41.79826919, -87.723303209)"
156,4673834,HM164079,02-05-2006 02:20,039XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1732,17,30,21,18,1149311,1923637,2006,04/15/2016 08:55:02 AM,41.94638564,-87.72658365,"(41.946385637, -87.726583646)"
157,4673835,HM270631,04-04-2006 07:12,086XX S RACINE AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,CTA PLATFORM,FALSE,FALSE,613,6,21,71,26,1169832,1847495,2006,04/15/2016 08:55:02 AM,41.73702174,-87.65337084,"(41.737021738, -87.653370843)"
158,4673836,HM171433,02-09-2006 08:45,061XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,714,7,15,67,16,1166722,1864033,2006,04/15/2016 08:55:02 AM,41.78247112,-87.66429373,"(41.782471124, -87.664293733)"
159,4673837,HM273912,04-03-2006 17:00,003XX E 35TH ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,FALSE,FALSE,2112,2,2,35,03,1178998,1881848,2006,04/15/2016 08:55:02 AM,41.83108612,-87.61874359,"(41.831086116, -87.618743586)"
160,4673838,HM272618,04-05-2006 02:15,097XX S FOREST AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,511,5,6,49,14,1179965,1840535,2006,04/15/2016 08:55:02 AM,41.71769695,-87.61645916,"(41.717696948, -87.616459163)"
161,4673841,HM207422,03-01-2006 12:15,063XX S RICHMOND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,823,8,15,66,18,1157805,1862476,2006,04/15/2016 08:55:02 AM,41.77838423,-87.69702845,"(41.778384231, -87.697028454)"
162,4673842,HM171437,02-09-2006 09:00,063XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,725,7,16,67,16,1166756,1862739,2006,04/15/2016 08:55:02 AM,41.7789195,-87.664206,"(41.778919499, -87.664205995)"
163,4673843,HM208546,03-01-2006 23:35,0000X N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,TRUE,FALSE,122,1,42,32,18,1176363,1900543,2006,04/15/2016 08:55:02 AM,41.88244622,-87.6278479,"(41.882446221, -87.627847897)"
164,4673844,HM270142,04-03-2006 20:30,004XX E 40TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,213,2,3,38,05,1179914,1878240,2006,04/15/2016 08:55:02 AM,41.82116453,-87.61549337,"(41.821164532, -87.615493365)"
165,4673845,HM263902,03/31/2006 02:45:00 PM,068XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,722,7,6,69,08B,1176577,1859663,2006,04/15/2016 08:55:02 AM,41.77026328,-87.62829397,"(41.770263276, -87.628293973)"
166,4673846,HM273329,03/27/2006 08:00:00 AM,127XX S HALSTED ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,523,5,34,53,06,1173313,1820528,2006,04/15/2016 08:55:02 AM,41.66294403,-87.64141128,"(41.662944028, -87.641411276)"
167,4673847,HM270816,04-03-2006 14:45,002XX N KEELER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1114,11,28,26,08B,1148358,1900901,2006,04/15/2016 08:55:02 AM,41.88401431,-87.73067384,"(41.884014312, -87.730673844)"
168,4673848,HM274847,04-05-2006 14:10,002XX W PERSHING RD,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,925,9,3,34,08B,1175167,1879099,2006,04/15/2016 08:55:02 AM,41.82362921,-87.6328819,"(41.823629213, -87.632881903)"
169,4673849,HM273930,04-05-2006 18:30,042XX W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1013,10,22,29,14,1148045,1889026,2006,04/15/2016 08:55:02 AM,41.85143391,-87.73212862,"(41.85143391, -87.73212862)"
170,4673850,HM186847,02/17/2006 06:25:52 PM,029XX W FLOURNOY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1135,11,2,27,18,1156913,1896892,2006,04/15/2016 08:55:02 AM,41.87284406,-87.69936758,"(41.872844064, -87.699367575)"
171,4673851,HM207559,03-01-2006 13:04,062XX S RICHMOND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,823,8,15,66,18,1157786,1863160,2006,04/15/2016 08:55:02 AM,41.78026161,-87.69707956,"(41.780261612, -87.697079556)"
172,4673853,HM164147,02-04-2006 20:45,034XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1133,11,24,29,18,1153720,1894499,2006,04/15/2016 08:55:02 AM,41.86634153,-87.7111543,"(41.866341527, -87.711154301)"
173,4673855,HM271227,04-04-2006 12:50,007XX E 43RD ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,BARBERSHOP,TRUE,FALSE,213,2,4,38,04B,1181981,1876664,2006,04/15/2016 08:55:02 AM,41.81679223,-87.60795947,"(41.816792232, -87.607959473)"
174,4673859,HM208591,03-02-2006 00:30,026XX N HOYNE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1913,19,1,7,26,1162365,1917582,2006,04/15/2016 08:55:02 AM,41.92950676,-87.67877114,"(41.929506764, -87.678771143)"
175,4673860,HM275053,04-05-2006 00:01,028XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,923,9,11,60,14,1172089,1886089,2006,04/15/2016 08:55:02 AM,41.8428787,-87.64396813,"(41.842878702, -87.643968126)"
176,4673862,HM274371,04-05-2006 23:00,009XX N CAMBRIDGE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1823,18,27,8,26,1172499,1906629,2006,04/15/2016 08:55:02 AM,41.89923286,-87.64185634,"(41.899232861, -87.641856339)"
177,4673863,HM207620,03-01-2006 14:30,0000X S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,123,1,42,32,18,1176389,1900268,2006,04/15/2016 08:55:02 AM,41.88169102,-87.62776073,"(41.881691019, -87.627760728)"
178,4673864,HM186922,02/17/2006 07:16:18 PM,007XX N LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1112,11,27,23,18,1151588,1904626,2006,04/15/2016 08:55:02 AM,41.89417324,-87.71871488,"(41.89417324, -87.71871488)"
179,4673865,HM208593,03-01-2006 23:16,059XX N LINCOLN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),HOTEL/MOTEL,TRUE,FALSE,2011,20,40,2,18,1154922,1939314,2006,04/15/2016 08:55:02 AM,41.9892934,-87.70553704,"(41.989293402, -87.705537043)"
180,4673867,HM263932,03/29/2006 01:00:00 PM,012XX W 58TH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,713,7,16,67,08B,1168869,1866313,2006,04/15/2016 08:55:02 AM,41.78868161,-87.6563564,"(41.788681605, -87.656356397)"
181,4673869,HM270526,03/28/2006 11:00:00 PM,0000X E 58TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,233,2,20,40,02,1177875,1866584,2006,04/15/2016 08:55:02 AM,41.78922592,-87.6233266,"(41.789225916, -87.623326598)"
182,4673870,HM267818,03/30/2006 05:30:00 AM,015XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1022,10,24,29,08A,1155268,1892639,2006,04/15/2016 08:55:02 AM,41.86120656,-87.70552136,"(41.861206558, -87.705521356)"
183,4673873,HM270423,04-04-2006 00:55,011XX N KEYSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1111,11,27,23,14,1149175,1907403,2006,04/15/2016 08:55:02 AM,41.90184071,-87.72750512,"(41.901840706, -87.727505124)"
184,4673874,HM271462,04-04-2006 14:24,051XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,234,2,3,40,26,1179796,1871087,2006,04/15/2016 08:55:02 AM,41.80153881,-87.61614523,"(41.801538809, -87.616145232)"
185,4673875,HM207624,03-01-2006 11:15,001XX S RACINE AVE,2021,NARCOTICS,POSS: BARBITUATES,OTHER,TRUE,FALSE,1213,12,27,28,18,1168407,1899592,2006,04/15/2016 08:55:02 AM,41.88001236,-87.65708977,"(41.880012363, -87.657089765)"
186,4673876,HM263989,03/31/2006 03:23:00 PM,016XX W 63RD ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,714,7,16,67,08B,1166562,1862929,2006,04/15/2016 08:55:02 AM,41.77944502,-87.6649118,"(41.779445024, -87.664911803)"
