,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
208,4673905,HM208708,03-02-2006 02:04,051XX W CHICAGO AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1531,15,37,25,26,1141784,1904840,2006,04/15/2016 08:55:02 AM,41.89494755,-87.75471702,"(41.894947554, -87.754717022)"
209,4673906,HM264063,02-05-2006 10:00,008XX W 63RD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,723,7,20,68,06,1171828,1863078,2006,04/15/2016 08:55:02 AM,41.77973995,-87.6456017,"(41.779739949, -87.645601701)"
210,4673907,HM275268,04-05-2006 21:00,007XX W DIVERSEY PKWY,1120,DECEPTIVE PRACTICE,FORGERY,DRUG STORE,FALSE,FALSE,1932,19,44,6,10,1170697,1918825,2006,04/15/2016 08:55:02 AM,41.93273899,-87.64811709,"(41.932738985, -87.648117094)"
211,4673908,HM272985,04-05-2006 09:21,010XX E 132ND ST,0820,THEFT,$500 AND UNDER,CHA PARKING LOT/GROUNDS,FALSE,FALSE,533,5,9,54,06,1185701,1818029,2006,04/15/2016 08:55:02 AM,41.65580456,-87.59615609,"(41.655804559, -87.59615609)"
212,4673909,HM271627,04-04-2006 15:58,036XX W GRENSHAW ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1133,11,24,29,14,1152292,1894797,2006,04/15/2016 08:55:02 AM,41.86718755,-87.71638879,"(41.867187554, -87.716388793)"
213,4673912,HM264113,03/31/2006 05:00:00 PM,064XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,725,7,15,67,08A,1166774,1862112,2006,04/15/2016 08:55:02 AM,41.77719855,-87.66415789,"(41.777198547, -87.664157893)"
214,4673913,HM274909,02-03-2006 13:00,013XX W 76TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,612,6,17,71,26,1168681,1854376,2006,04/15/2016 08:55:02 AM,41.75592903,-87.65738973,"(41.755929033, -87.657389725)"
215,4673915,HM208995,03-02-2006 09:46,035XX E 114TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,433,4,10,52,18,1201660,1829983,2006,04/15/2016 08:55:02 AM,41.68821818,-87.53735791,"(41.688218178, -87.537357913)"
216,4673916,HM275305,04-06-2006 10:00,058XX S SAYRE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,811,8,23,56,14,1130729,1865074,2006,04/15/2016 08:55:02 AM,41.78602054,-87.79623314,"(41.786020544, -87.796233136)"
217,4673917,HM128394,01/17/2006 03:17:05 AM,076XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,624,6,6,69,14,1182885,1854580,2006,04/15/2016 08:55:02 AM,41.75617079,-87.60532934,"(41.756170793, -87.605329336)"
218,4673918,HM275233,04-03-2006 09:00,040XX S RACINE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,921,9,11,61,06,1168923,1878012,2006,04/15/2016 08:55:02 AM,41.82078378,-87.65582026,"(41.820783779, -87.65582026)"
219,4673919,HM272236,04-04-2006 18:19,059XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,233,2,20,40,08B,1179053,1865788,2006,04/15/2016 08:55:02 AM,41.78701484,-87.61903154,"(41.787014838, -87.619031541)"
220,4673920,HM264345,03/31/2006 05:00:00 PM,059XX S HALSTED ST,0330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,712,7,16,68,03,1171984,1865568,2006,04/15/2016 08:55:02 AM,41.78656937,-87.6449567,"(41.786569368, -87.644956704)"
221,4673921,HM271851,04-04-2006 17:55,004XX W CHICAGO AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1823,18,27,8,26,1173227,1905648,2006,04/15/2016 08:55:02 AM,41.89652481,-87.63921159,"(41.89652481, -87.639211587)"
222,4673922,HM270250,04-03-2006 22:00,038XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1112,11,27,23,14,1150452,1905064,2006,04/15/2016 08:55:02 AM,41.89539741,-87.72287564,"(41.895397412, -87.722875638)"
223,4673926,HM186952,02/17/2006 07:26:02 PM,010XX N LAWLER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1531,15,37,25,18,1142506,1906351,2006,04/15/2016 08:55:02 AM,41.89908052,-87.75202768,"(41.899080522, -87.752027675)"
224,4673927,HM274987,04-05-2006 21:00,091XX S COMMERCIAL AVE,0870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,FALSE,FALSE,423,4,10,46,06,1197730,1845034,2006,04/15/2016 08:55:02 AM,41.72961825,-87.55124457,"(41.729618252, -87.551244573)"
225,4673928,HM271329,04-04-2006 12:47,038XX W HURON ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,1112,11,27,23,14,1150504,1904396,2006,04/15/2016 08:55:02 AM,41.89356334,-87.72270211,"(41.893563336, -87.722702114)"
226,4673929,HM273567,04-05-2006 15:30,058XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,233,2,20,40,14,1178597,1866331,2006,04/15/2016 08:55:02 AM,41.78851527,-87.62068697,"(41.788515267, -87.620686971)"
227,4673930,HM273995,04-05-2006 18:55,003XX E 134TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,533,5,9,54,14,1181035,1816544,2006,04/15/2016 08:55:02 AM,41.65183772,-87.61327464,"(41.65183772, -87.613274635)"
228,4673931,HM264349,03/31/2006 06:50:00 PM,057XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,713,7,16,67,08B,1168970,1866685,2006,04/15/2016 08:55:02 AM,41.78970023,-87.65597532,"(41.789700234, -87.65597532)"
229,4673933,HM275045,04-05-2006 21:00,040XX S KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,912,9,14,58,26,1155678,1877506,2006,04/15/2016 08:55:02 AM,41.81967157,-87.70442308,"(41.819671567, -87.704423079)"
230,4673935,HM209000,03-02-2006 09:48,075XX S CONSTANCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,414,4,8,43,18,1189845,1855351,2006,04/15/2016 08:55:02 AM,41.75812203,-87.57979804,"(41.758122033, -87.579798041)"
231,4673937,HM274373,04-05-2006 22:00,053XX S MARYLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,TRUE,FALSE,2131,2,5,41,03,1182815,1869779,2006,04/15/2016 08:55:02 AM,41.79787989,-87.60511419,"(41.797879892, -87.605114187)"
232,4673938,HM258904,03/29/2006 05:29:40 AM,004XX E 80TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,631,6,6,44,08B,1180738,1852065,2006,04/15/2016 08:55:02 AM,41.74931894,-87.6132747,"(41.749318943, -87.6132747)"
233,4673939,HM272353,04-04-2006 22:30,028XX W WILCOX ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1124,11,2,27,14,1157457,1899228,2006,04/15/2016 08:55:02 AM,41.87924324,-87.69730674,"(41.879243235, -87.697306736)"
234,4673940,HM271990,04-04-2006 18:45,012XX N BURLING ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1822,18,27,8,26,1171084,1908425,2006,04/15/2016 08:55:02 AM,41.90419237,-87.64700079,"(41.904192368, -87.647000785)"
235,4673941,HM275317,04-06-2006 13:15,114XX S PRINCETON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,522,5,34,49,07,1176324,1829172,2006,04/15/2016 08:55:02 AM,41.68659766,-87.63013443,"(41.686597661, -87.630134433)"
236,4673942,HM186979,02/17/2006 07:24:58 PM,091XX S COMMERCIAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,423,4,10,46,18,1197734,1844865,2006,04/15/2016 08:55:02 AM,41.7291544,-87.55123555,"(41.729154403, -87.551235546)"
237,4673943,HM264350,03/31/2006 10:00:00 AM,013XX W GARFIELD BLVD,0890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,713,7,16,67,06,1168428,1868158,2006,04/15/2016 08:55:02 AM,41.79375402,-87.65792024,"(41.793754019, -87.657920238)"
238,4673944,HM273068,04-04-2006 10:15,031XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1124,11,28,27,06,1155307,1898515,2006,04/15/2016 08:55:02 AM,41.87733014,-87.70522037,"(41.877330141, -87.705220366)"
239,4673945,HM275326,04-06-2006 00:00,074XX S LUELLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,333,3,7,43,14,1192504,1856003,2006,04/15/2016 08:55:02 AM,41.75984685,-87.57003205,"(41.759846847, -87.57003205)"
240,4673946,HM259135,03/29/2006 08:57:13 AM,004XX W 80TH ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,621,6,21,44,15,1174759,1851879,2006,04/15/2016 08:55:02 AM,41.74894375,-87.63518955,"(41.748943754, -87.635189547)"
241,4673947,HM273721,04-05-2006 16:40,050XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,224,2,3,38,06,1178895,1871629,2006,04/15/2016 08:55:02 AM,41.80304669,-87.619433,"(41.803046687, -87.619432999)"
242,4673950,HM209055,03-02-2006 09:34,027XX S DEARBORN ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,2113,1,3,35,18,1176316,1886532,2006,04/15/2016 08:55:02 AM,41.84400018,-87.6284429,"(41.844000177, -87.628442902)"
243,4673951,HM272217,04-01-2006 16:00,039XX W FILLMORE ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,FALSE,FALSE,1132,11,24,29,26,1150277,1895082,2006,04/15/2016 08:55:02 AM,41.86800913,-87.72377877,"(41.868009127, -87.72377877)"
244,4673952,HM264399,03/31/2006 07:10:00 PM,061XX S THROOP ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,713,7,16,67,04A,1168677,1864047,2006,04/15/2016 08:55:02 AM,41.78246758,-87.65712574,"(41.782467577, -87.657125736)"
245,4673953,HM275315,04-05-2006 12:00,015XX W FULLERTON AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1811,18,32,7,06,1165756,1916030,2006,04/15/2016 08:55:02 AM,41.92517627,-87.66635459,"(41.925176274, -87.666354588)"
246,4673954,HM272854,04-05-2006 08:45,044XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,221,2,3,38,08B,1178352,1875281,2006,04/15/2016 08:55:02 AM,41.81308046,-87.62131345,"(41.813080456, -87.621313452)"
247,4673956,HM273429,04-05-2006 13:57,015XX N SEDGWICK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA PLATFORM,FALSE,FALSE,1821,18,43,8,14,1173364,1910604,2006,04/15/2016 08:55:02 AM,41.91012129,-87.63856099,"(41.910121292, -87.638560993)"
248,4673957,HM269086,04-03-2006 11:00,079XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,624,6,8,44,06,1182933,1852519,2006,04/15/2016 08:55:02 AM,41.75051408,-87.60521735,"(41.750514079, -87.60521735)"
249,4673958,HM209182,03-02-2006 11:26,076XX S CONSTANCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,414,4,8,43,18,1189862,1854688,2006,04/15/2016 08:55:02 AM,41.7563023,-87.57975702,"(41.756302295, -87.579757023)"
250,4673959,HM273455,04-05-2006 14:20,039XX W MADISON ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1122,11,28,26,06,1150223,1899725,2006,04/15/2016 08:55:02 AM,41.8807511,-87.72385598,"(41.880751096, -87.723855981)"
251,4673960,HM264566,03/31/2006 08:30:00 PM,008XX W GARFIELD BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,712,7,20,68,14,1171490,1868240,2006,04/15/2016 08:55:02 AM,41.79391247,-87.64668972,"(41.793912473, -87.646689716)"
252,4673961,HM257627,03/28/2006 01:00:00 PM,041XX W WEST END AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,TRUE,FALSE,1114,11,28,26,26,1148799,1900652,2006,04/15/2016 08:55:02 AM,41.88332252,-87.72906087,"(41.883322519, -87.72906087)"
253,4673962,HM273827,04-04-2006 22:00,049XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,231,2,3,38,14,1177993,1872273,2006,04/15/2016 08:55:02 AM,41.80483439,-87.6227215,"(41.804834393, -87.622721496)"
254,4673964,HM274237,04-05-2006 21:20,107XX S LANGLEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,513,5,9,50,08A,1182821,1833766,2006,04/15/2016 08:55:02 AM,41.69905622,-87.60620822,"(41.699056221, -87.606208222)"
255,4673966,HM263638,03/31/2006 12:00:00 PM,063XX S ELIZABETH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,724,7,16,67,04B,1169074,1862837,2006,04/15/2016 08:55:02 AM,41.77913861,-87.65570518,"(41.779138614, -87.655705179)"
256,4673967,HM275285,03/13/2006 02:00:00 PM,010XX W 103RD PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,TRUE,2232,22,34,73,11,1171279,1836186,2006,04/15/2016 08:55:02 AM,41.7059567,-87.64839912,"(41.705956704, -87.648399121)"
257,4673968,HM209229,03-02-2006 11:49,100XX S YATES AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,431,4,7,51,18,1194147,1838810,2006,04/15/2016 08:55:02 AM,41.7126276,-87.56457343,"(41.712627595, -87.564573426)"
258,4673971,HM274406,04-05-2006 22:55,041XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2123,2,4,36,08B,1182967,1877526,2006,04/15/2016 08:55:02 AM,41.81913473,-87.6043158,"(41.819134726, -87.604315799)"
259,4673972,HM268009,04-01-2006 09:00,006XX S SPRINGFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,FALSE,1132,11,24,26,26,1150486,1896933,2006,04/15/2016 08:55:02 AM,41.87308441,-87.72296317,"(41.873084408, -87.722963166)"
260,4673973,HM270555,04-04-2006 03:52,084XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,613,6,21,71,14,1171450,1848899,2006,04/15/2016 08:55:02 AM,41.74083927,-87.64740199,"(41.740839273, -87.647401987)"
261,4673974,HM273001,04-05-2006 09:03,005XX E 35TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,212,2,4,35,08B,1180685,1881905,2006,04/15/2016 08:55:02 AM,41.83120385,-87.61255218,"(41.831203853, -87.612552184)"
262,4673976,HM264651,03/31/2006 10:02:00 PM,068XX S NORMAL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,722,7,6,68,08B,1174135,1859311,2006,04/15/2016 08:55:02 AM,41.76935193,-87.63725575,"(41.769351932, -87.637255748)"
263,4673980,HM265493,04-01-2006 10:45,002XX W 109TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,513,5,34,49,08B,1176665,1832328,2006,04/15/2016 08:55:02 AM,41.69525055,-87.6287916,"(41.695250549, -87.628791598)"
264,4673981,HM269778,04-03-2006 17:45,032XX W WARREN BLVD,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,1123,11,28,27,26,1154865,1900165,2006,04/15/2016 08:55:02 AM,41.88186677,-87.70679905,"(41.881866774, -87.706799047)"
265,4673982,HM275231,04-06-2006 13:00,020XX N KOSTNER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2522,25,31,20,18,1146730,1913070,2006,04/15/2016 08:55:02 AM,41.91743856,-87.73634113,"(41.917438564, -87.736341127)"
266,4673983,HM274056,04-05-2006 19:15,120XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,532,5,9,53,08B,1179739,1825259,2006,04/15/2016 08:55:02 AM,41.67578264,-87.61775174,"(41.67578264, -87.61775174)"
267,4673985,HM264658,03/31/2006 08:20:00 PM,004XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,722,7,20,68,03,1174621,1863161,2006,04/15/2016 08:55:02 AM,41.77990596,-87.63535977,"(41.779905957, -87.635359768)"
268,4673986,HM275078,04-02-2006 15:30,045XX W DEMING PL,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,2521,25,31,20,06,1145604,1916654,2006,04/15/2016 08:55:02 AM,41.92729485,-87.74038707,"(41.927294847, -87.740387068)"
269,4673987,HM271343,04-04-2006 13:50,029XX W HARRISON ST,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1135,11,2,27,26,1156862,1897226,2006,04/15/2016 08:55:02 AM,41.87376163,-87.69954577,"(41.873761627, -87.699545765)"
270,4673988,HM273605,04-04-2006 15:45,006XX E KENSINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,532,5,9,54,08B,1182572,1828291,2006,04/15/2016 08:55:02 AM,41.68403785,-87.60728891,"(41.684037845, -87.607288906)"
271,4673991,HM274555,04-05-2006 11:30,046XX S DREXEL BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2123,2,4,39,05,1183101,1874456,2006,04/15/2016 08:55:02 AM,41.8107073,-87.60391984,"(41.810707298, -87.603919835)"
272,4673993,HM274490,04-06-2006 00:40,083XX S GREEN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,613,6,21,71,06,1172078,1849540,2006,04/15/2016 08:55:02 AM,41.7425845,-87.64508227,"(41.742584504, -87.645082269)"
273,4673994,HM271358,04-04-2006 13:30,105XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,512,5,9,49,08B,1179449,1835037,2006,04/15/2016 08:55:02 AM,41.70262148,-87.61851622,"(41.702621478, -87.618516215)"
274,4673997,HM264851,03/31/2006 11:48:36 PM,070XX S ASHLAND AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,734,7,17,67,15,1166897,1858024,2006,04/15/2016 08:55:02 AM,41.76597792,-87.66382364,"(41.765977916, -87.66382364)"
275,4673998,HM272652,04-05-2006 00:30,034XX W CARROLL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1123,11,28,27,14,1153486,1902190,2006,04/15/2016 08:55:02 AM,41.88745109,-87.71180888,"(41.887451094, -87.711808883)"
276,4674000,HM272498,04-04-2006 23:50,002XX W 111TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,513,5,34,49,08B,1176590,1831330,2006,04/15/2016 08:55:02 AM,41.69251357,-87.62909607,"(41.692513573, -87.629096071)"
277,4674002,HM207828,03-01-2006 16:05,051XX S HARDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,822,8,23,62,18,1150917,1870275,2006,04/15/2016 08:55:02 AM,41.79992297,-87.72207724,"(41.799922967, -87.722077244)"
278,4674003,HM273548,04-05-2006 09:00,028XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1124,11,2,27,06,1157481,1898897,2006,04/15/2016 08:55:02 AM,41.87833445,-87.69722762,"(41.878334451, -87.69722762)"
279,4674005,HM259544,03/29/2006 01:15:00 PM,061XX N BROADWAY,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2433,24,48,77,16,1167200,1940538,2006,04/15/2016 08:55:02 AM,41.99239623,-87.66034144,"(41.992396228, -87.660341437)"
280,4674006,HM270559,04-04-2006 04:05,011XX N KILDARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1111,11,37,23,14,1147505,1907152,2006,04/15/2016 08:55:02 AM,41.90118413,-87.73364575,"(41.901184134, -87.733645747)"
281,4674007,HM273393,03/30/2006 02:30:00 PM,098XX S STATE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,511,5,21,49,14,1178256,1840091,2006,04/15/2016 08:55:02 AM,41.71651743,-87.62273193,"(41.716517432, -87.622731926)"
282,4674010,HM272935,04-05-2006 07:00,096XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,511,5,6,49,06,1178850,1841009,2006,04/15/2016 08:55:02 AM,41.71902307,-87.62052856,"(41.71902307, -87.620528559)"
283,4674011,HM259568,03/29/2006 12:25:00 PM,050XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,814,8,23,56,16,1145210,1870880,2006,04/15/2016 08:55:02 AM,41.80169264,-87.74299151,"(41.801692642, -87.742991505)"
284,4674012,HM274495,04-06-2006 00:34,017XX W 86TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,614,6,18,71,05,1166366,1847669,2006,04/15/2016 08:55:02 AM,41.73757366,-87.6660643,"(41.737573664, -87.666064301)"
285,4674013,HM270886,04-04-2006 08:00,010XX S WESTERN AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,1135,11,28,28,08A,1160538,1895456,2006,04/15/2016 08:55:02 AM,41.8688293,-87.68609825,"(41.868829303, -87.686098247)"
286,4674014,HM207886,03-01-2006 16:00,072XX S ST LAWRENCE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,323,3,6,69,18,1181487,1857163,2006,04/15/2016 08:55:02 AM,41.76329116,-87.6103731,"(41.763291164, -87.610373104)"
287,4674015,HM264866,03/31/2006 11:21:00 PM,072XX S PAULINA ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,735,7,17,67,04B,1166264,1856730,2006,04/15/2016 08:55:02 AM,41.7624405,-87.6661806,"(41.762440503, -87.666180596)"
288,4674016,HM275354,04-06-2006 09:00,031XX N BROADWAY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,2332,19,44,6,11,1171694,1921291,2006,04/15/2016 08:55:02 AM,41.93948386,-87.64438042,"(41.939483864, -87.644380421)"
289,4674017,HM270937,04-03-2006 07:15,047XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1131,11,24,25,06,1144809,1896213,2006,04/15/2016 08:55:02 AM,41.87121752,-87.74382453,"(41.871217524, -87.743824528)"
290,4674019,HM273696,04-04-2006 00:00,117XX S HALSTED ST,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,BANK,FALSE,FALSE,524,5,34,53,11,1173094,1827146,2006,04/15/2016 08:55:02 AM,41.68110974,-87.64201841,"(41.681109736, -87.642018411)"
291,4674022,HM274524,04-06-2006 00:30,094XX S DR MARTIN LUTHER KING JR DR,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,633,6,9,49,08B,1180576,1842371,2006,04/15/2016 08:55:02 AM,41.72272118,-87.61416516,"(41.72272118, -87.614165159)"
292,4674023,HM264928,04-01-2006 01:05,064XX S GREEN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,FALSE,723,7,16,68,26,1171746,1862045,2006,04/15/2016 08:55:02 AM,41.77690708,-87.6459326,"(41.776907076, -87.645932596)"
293,4674025,HM207937,03-01-2006 16:55,081XX S ASHLAND AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,GAS STATION,TRUE,FALSE,614,6,21,71,18,1167087,1850833,2006,04/15/2016 08:55:02 AM,41.74624077,-87.66333249,"(41.746240765, -87.663332494)"
294,4674026,HM273903,04-05-2006 17:00,112XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,531,5,9,49,14,1180910,1830570,2006,04/15/2016 08:55:02 AM,41.69033002,-87.61330319,"(41.690330018, -87.61330319)"
295,4674029,HM209423,03-02-2006 12:57,041XX W SCHOOL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1731,17,31,16,18,1148270,1921620,2006,04/15/2016 08:55:02 AM,41.94087098,-87.73046221,"(41.940870979, -87.730462208)"
296,4674030,HM272144,04-04-2006 20:25,043XX W GLADYS AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1131,11,24,26,08A,1147607,1898004,2006,04/15/2016 08:55:02 AM,41.87607905,-87.73350597,"(41.87607905, -87.733505972)"
297,4674031,HM272511,04-04-2006 17:00,036XX W OHIO ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1122,11,27,23,06,1151852,1903753,2006,04/15/2016 08:55:02 AM,41.89177245,-87.71776829,"(41.891772446, -87.717768287)"
298,4674032,HM273461,04-05-2006 10:00,005XX E 102ND ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,511,5,9,49,06,1181823,1837454,2006,04/15/2016 08:55:02 AM,41.70919964,-87.60974895,"(41.709199639, -87.609748945)"
299,4674033,HM274561,04-06-2006 02:48,075XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,FALSE,621,6,17,71,03,1172275,1854791,2006,04/15/2016 08:55:02 AM,41.7569896,-87.64420636,"(41.756989602, -87.644206364)"
300,4674036,HM263428,03/30/2006 03:10:00 PM,001XX W 109TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,513,5,34,49,08B,1177244,1832674,2006,04/15/2016 08:55:02 AM,41.69618701,-87.62666131,"(41.696187007, -87.626661308)"
